timestamp,duration
1710832209296875,687500
1710832209984375,687500
1710832210656250,671875
1710832211281250,625000
1710832211906250,625000
1710832212562500,656250
1710832213281250,718750
1710832214062500,781250
1710832214921875,859375
1710832215781250,859375
1710832216625000,843750
1710832217359375,734375
1710832223750000,750000
1710832224328125,578125
1710832225125000,796875
1710832225843750,718750
1710832226515625,671875
1710832227171875,656250
1710832249328125,703125
1710832250093750,765625
1710832250859375,765625
1710832251609375,750000
1710832252359375,750000
1710832253140625,781250
1710832253906250,765625
1710832254625000,718750
1710832255375000,750000
1710832256125000,750000
1710832256859375,734375
1710832257609375,750000
1710832258250000,640625
1710832259000000,750000
1710832273421875,687500
1710832274109375,687500
1710832274796875,687500
1710832275500000,703125
1710832276234375,734375
1710832276984375,750000
1710832277718750,734375
1710832278484375,765625
1710832279171875,687500
1710832279828125,656250
1710832280531250,703125
1710832281281250,750000
1710832282125000,843750
1710832282953125,828125
1710832283703125,750000
1710832284484375,781250
1710832285328125,843750
1710832286312500,984375
1710832287281250,968750
1710832288125000,843750
1710832288968750,843750
1710832289859375,890625
1710832290750000,890625
1710832291562500,812500
1710832292375000,812500
1710832293265625,890625
1710832294218750,953125
1710832295171875,953125
1710832296078125,906250
1710832296890625,812500
1710832297750000,859375
1710832298625000,875000
1710832299515625,890625
1710832300343750,828125
1710832301140625,796875
1710832302000000,859375
1710832302921875,921875
1710832303843750,921875
1710832304718750,875000
1710832305531250,812500
1710832306359375,828125
1710832307265625,906250
1710832308031250,765625
1710832308859375,828125
1710832309687500,828125
1710832310468750,781250
1710832311218750,750000
1710832312031250,812500
1710832312828125,796875
1710832313625000,796875
1710832314421875,796875
1710832315265625,843750
1710832316125000,859375
1710832316937500,812500
1710832321546875,718750
1710832322312500,765625
1710832323031250,718750
1710832323781250,750000
1710832324593750,812500
1710832325546875,953125
1710832326578125,1031250
1710832327468750,890625
1710832328359375,890625
1710832329281250,921875
1710832330218750,937500
1710832331125000,906250
1710832331921875,796875
1710832332687500,765625
1710832333515625,828125
1710832334390625,875000
1710832335281250,890625
1710832336125000,843750
1710832336937500,812500
1710832337843750,906250
1710832338781250,937500
1710832339671875,890625
1710832340500000,828125
1710832341375000,875000
1710832342234375,859375
1710832343015625,781250
1710832343765625,750000
1710832344531250,765625
1710832345328125,796875
1710832346078125,750000
1710832346812500,734375
1710832347546875,734375
1710832348328125,781250
1710832349156250,828125
1710832350000000,843750
1710832350781250,781250
1710832351500000,718750
1710832352250000,750000
1710832353031250,781250
1710832353859375,828125
1710832354734375,875000
1710832355546875,812500
1710832356296875,750000
1710832357078125,781250
1710832357843750,765625
1710832358656250,812500
1710832359468750,812500
1710832360234375,765625
1710832361015625,781250
1710832361828125,812500
1710832362718750,890625
1710832363593750,875000
1710832364484375,890625
1710832365265625,781250
1710832366015625,750000
1710832366781250,765625
1710832367562500,781250
1710832368421875,859375
1710832369250000,828125
1710832370000000,750000
1710832370765625,765625
1710832371562500,796875
1710832372390625,828125
1710832373250000,859375
1710832374031250,781250
1710832374812500,781250
1710832375593750,781250
1710832376375000,781250
1710832377187500,812500
1710832377921875,734375
1710832378718750,796875
1710832379531250,812500
1710832380375000,843750
1710832381265625,890625
1710832382093750,828125
1710832382843750,750000
1710832383609375,765625
1710832384375000,765625
1710832385187500,812500
1710832386046875,859375
1710832386937500,890625
1710832387703125,765625
1710832388421875,718750
1710832389140625,718750
1710832389906250,765625
1710832390703125,796875
1710832391515625,812500
1710832392359375,843750
1710832393218750,859375
1710832394015625,796875
1710832394781250,765625
1710832395546875,765625
1710832396359375,812500
1710832397234375,875000
1710832398109375,875000
1710832398890625,781250
1710832399609375,718750
1710832400390625,781250
1710832401203125,812500
1710832402093750,890625
1710832403031250,937500
1710832403937500,906250
1710832404750000,812500
1710832405578125,828125
1710832406390625,812500
1710832407218750,828125
1710832408062500,843750
1710832408843750,781250
1710832409578125,734375
1710832410312500,734375
1710832411078125,765625
1710832411921875,843750
1710832412765625,843750
1710832413609375,843750
1710832414343750,734375
1710832415062500,718750
1710832415812500,750000
1710832416593750,781250
1710832417421875,828125
1710832418296875,875000
1710832419109375,812500
1710832419859375,750000
1710832420640625,781250
1710832421421875,781250
1710832422234375,812500
1710832423078125,843750
1710832423828125,750000
1710832424562500,734375
1710832425328125,765625
1710832426125000,796875
1710832426953125,828125
1710832427718750,765625
1710832428453125,734375
1710832429203125,750000
1710832429984375,781250
1710832430843750,859375
1710832431750000,906250
1710832432609375,859375
1710832433390625,781250
1710832434187500,796875
1710832434953125,765625
1710832435734375,781250
1710832436531250,796875
1710832437343750,812500
1710832438109375,765625
1710832438843750,734375
1710832439562500,718750
1710832440312500,750000
1710832441093750,781250
1710832441906250,812500
1710832442750000,843750
1710832443562500,812500
1710832444312500,750000
1710832445078125,765625
1710832445843750,765625
1710832446640625,796875
1710832447468750,828125
1710832448312500,843750
1710832449062500,750000
1710832449765625,703125
1710832450453125,687500
1710832451156250,703125
1710832451937500,781250
1710832452796875,859375
1710832453718750,921875
1710832454625000,906250
1710832455421875,796875
1710832456171875,750000
1710832456937500,765625
1710832457718750,781250
1710832458531250,812500
1710832459406250,875000
1710832460265625,859375
1710832461125000,859375
1710832461937500,812500
1710832462687500,750000
1710832463406250,718750
1710832464125000,718750
1710832464906250,781250
1710832465718750,812500
1710832466578125,859375
1710832467437500,859375
1710832468296875,859375
1710832469078125,781250
1710832469781250,703125
1710832470500000,718750
1710832471250000,750000
1710832472046875,796875
1710832472875000,828125
1710832473718750,843750
1710832474500000,781250
1710832475234375,734375
1710832475984375,750000
1710832476734375,750000
1710832477531250,796875
1710832478328125,796875
1710832479140625,812500
1710832479906250,765625
1710832480625000,718750
1710832481359375,734375
1710832482125000,765625
1710832482906250,781250
1710832483671875,765625
1710832484375000,703125
1710832485093750,718750
1710832485828125,734375
1710832486609375,781250
1710832487437500,828125
1710832488265625,828125
1710832489015625,750000
1710832489781250,765625
1710832490546875,765625
1710832491343750,796875
1710832492156250,812500
1710832492984375,828125
1710832493734375,750000
1710832494468750,734375
1710832495234375,765625
1710832496015625,781250
1710832496875000,859375
1710832497734375,859375
1710832498531250,796875
1710832499250000,718750
1710832500000000,750000
1710832500750000,750000
1710832501531250,781250
1710832502343750,812500
1710832503125000,781250
1710832503875000,750000
1710832504640625,765625
1710832505437500,796875
1710832506250000,812500
1710832507046875,796875
1710832507750000,703125
1710832508468750,718750
1710832509203125,734375
1710832509968750,765625
1710832510781250,812500
1710832511609375,828125
1710832512437500,828125
1710832513187500,750000
1710832513937500,750000
1710832514703125,765625
1710832515515625,812500
1710832516343750,828125
1710832517125000,781250
1710832517859375,734375
1710832518625000,765625
1710832519421875,796875
1710832520234375,812500
1710832521078125,843750
1710832521953125,875000
1710832522734375,781250
1710832523500000,765625
1710832524281250,781250
1710832525062500,781250
1710832525843750,781250
1710832526546875,703125
1710832527250000,703125
1710832527984375,734375
1710832528765625,781250
1710832529625000,859375
1710832530484375,859375
1710832531296875,812500
1710832532031250,734375
1710832532750000,718750
